court_id,site_id,county,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_3909623_-8437141:c001,oh_3909623_-8437141,Hamilton,tennis,removed,2021,2023,0.663,1,False,
oh_3909865_-8463312:c001,oh_3909865_-8463312,Hamilton,tennis,hybrid,2013,2016,0.524,1,True,low_confidence
oh_3909865_-8463312:c001,oh_3909865_-8463312,Hamilton,hybrid,tennis,2018,2019,0.625,1,True,reversion
oh_3909865_-8463312:c002,oh_3909865_-8463312,Hamilton,tennis,removed,2021,2022,0.738,1,False,
oh_3910137_-8462545:c001,oh_3910137_-8462545,Hamilton,tennis,removed,2019,2022,0.404,1,True,low_confidence
oh_3910197_-8461058:c001,oh_3910197_-8461058,Hamilton,tennis,hybrid,2012,2013,0.843,1,False,
oh_3910197_-8461058:c001,oh_3910197_-8461058,Hamilton,hybrid,tennis,2013,2014,0.677,1,True,reversion
oh_3910197_-8461058:c002,oh_3910197_-8461058,Hamilton,tennis,hybrid,2022,2023,0.321,1,True,low_confidence
oh_3910198_-8438140:c001,oh_3910198_-8438140,Hamilton,tennis,hybrid,2019,2020,0.386,1,True,low_confidence
oh_3910198_-8438140:c001,oh_3910198_-8438140,Hamilton,hybrid,tennis,2021,2022,0.717,1,True,reversion
oh_3910229_-8414936:c001,oh_3910229_-8414936,Clermont,removed,pickleball,2019,2021,0.63,1,True,reversion
oh_3910229_-8414936:c001,oh_3910229_-8414936,Clermont,pickleball,tennis,2021,2023,0.422,1,True,low_confidence;reversion
oh_3910279_-8449653:c001,oh_3910279_-8449653,Hamilton,tennis,pickleball,2020,2021,0.852,,False,
oh_3910279_-8449653:c001,oh_3910279_-8449653,Hamilton,pickleball,hybrid,2021,2023,0.553,1,True,low_confidence
oh_3910279_-8449653:c002,oh_3910279_-8449653,Hamilton,tennis,pickleball,2020,2021,0.701,,False,
oh_3910279_-8449653:c002,oh_3910279_-8449653,Hamilton,pickleball,hybrid,2021,2023,0.876,1,False,
oh_3910279_-8449653:c003,oh_3910279_-8449653,Hamilton,tennis,hybrid,2020,2021,0.351,1,True,low_confidence
oh_3910279_-8449653:c004,oh_3910279_-8449653,Hamilton,tennis,hybrid,2020,2021,0.764,1,False,
oh_3910279_-8449653:c004,oh_3910279_-8449653,Hamilton,hybrid,pickleball,2021,2022,0.764,4,False,
oh_3910279_-8449653:c005,oh_3910279_-8449653,Hamilton,tennis,pickleball,2020,2021,0.915,4,False,
oh_3910279_-8449653:c006,oh_3910279_-8449653,Hamilton,tennis,hybrid,2020,2021,0.794,1,False,
oh_3910279_-8449653:c006,oh_3910279_-8449653,Hamilton,hybrid,pickleball,2021,2022,0.838,4,False,
oh_3910279_-8449653:c007,oh_3910279_-8449653,Hamilton,tennis,pickleball,2020,2021,0.459,4,True,low_confidence
oh_3910279_-8449653:c008,oh_3910279_-8449653,Hamilton,tennis,pickleball,2020,2021,0.53,2,True,low_confidence
oh_3910556_-8434516:c001,oh_3910556_-8434516,Hamilton,removed,tennis,2011,2013,0.538,1,True,low_confidence;reversion
oh_3910556_-8434516:c001,oh_3910556_-8434516,Hamilton,tennis,removed,2013,2019,0.533,1,True,low_confidence
oh_3910623_-8438309:c005,oh_3910623_-8438309,Hamilton,tennis,hybrid,2017,2018,0.43,1,True,low_confidence
oh_3910623_-8438309:c005,oh_3910623_-8438309,Hamilton,hybrid,tennis,2018,2019,0.568,1,True,low_confidence;reversion
oh_3911074_-8437190:c001,oh_3911074_-8437190,Hamilton,tennis,removed,2021,2022,0.478,1,True,low_confidence
oh_3911281_-8464175:c001,oh_3911281_-8464175,Hamilton,tennis,removed,2021,2022,0.648,1,False,
oh_3911281_-8464175:c001,oh_3911281_-8464175,Hamilton,removed,tennis,2022,2023,0.532,1,True,low_confidence;reversion
oh_3911334_-8460911:c001,oh_3911334_-8460911,Hamilton,pickleball,tennis,2020,2021,0.861,1,True,reversion
oh_3911491_-8299375:c001,oh_3911491_-8299375,Pike,removed,tennis,2019,2021,0.479,1,True,low_confidence;reversion
oh_3911603_-8441090:c001,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.702,1,False,
oh_3911603_-8441090:c001,oh_3911603_-8441090,Hamilton,hybrid,tennis,2018,2019,0.519,1,True,low_confidence;reversion
oh_3911603_-8441090:c002,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.64,1,False,
oh_3911603_-8441090:c002,oh_3911603_-8441090,Hamilton,hybrid,tennis,2018,2019,0.509,1,True,low_confidence;reversion
oh_3911603_-8441090:c003,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.742,1,False,
oh_3911603_-8441090:c003,oh_3911603_-8441090,Hamilton,hybrid,tennis,2016,2018,0.607,1,True,reversion
oh_3911603_-8441090:c004,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.494,1,True,low_confidence
oh_3911603_-8441090:c004,oh_3911603_-8441090,Hamilton,hybrid,tennis,2018,2019,0.436,1,True,low_confidence;reversion
oh_3911603_-8441090:c004,oh_3911603_-8441090,Hamilton,tennis,hybrid,2022,2023,0.361,1,True,low_confidence
oh_3911603_-8441090:c005,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.636,1,False,
oh_3911603_-8441090:c005,oh_3911603_-8441090,Hamilton,hybrid,tennis,2016,2018,0.54,1,True,low_confidence;reversion
oh_3911603_-8441090:c006,oh_3911603_-8441090,Hamilton,tennis,hybrid,2015,2016,0.413,1,True,low_confidence
oh_3911603_-8441090:c006,oh_3911603_-8441090,Hamilton,hybrid,tennis,2016,2018,0.468,1,True,low_confidence;reversion
oh_3911603_-8441090:c007,oh_3911603_-8441090,Hamilton,tennis,hybrid,2014,2015,0.423,1,True,low_confidence
oh_3911603_-8441090:c007,oh_3911603_-8441090,Hamilton,hybrid,tennis,2018,2019,0.446,1,True,low_confidence;reversion
oh_3911603_-8441090:c007,oh_3911603_-8441090,Hamilton,tennis,hybrid,2021,2022,0.642,1,False,
oh_3911603_-8441090:c007,oh_3911603_-8441090,Hamilton,hybrid,tennis,2022,2023,0.665,1,True,reversion
oh_3911603_-8441090:c008,oh_3911603_-8441090,Hamilton,tennis,hybrid,2015,2016,0.678,1,False,
oh_3911603_-8441090:c008,oh_3911603_-8441090,Hamilton,hybrid,tennis,2018,2019,0.441,1,True,low_confidence;reversion
oh_3911603_-8441090:c008,oh_3911603_-8441090,Hamilton,tennis,hybrid,2021,2022,0.542,1,True,low_confidence
oh_3911603_-8441090:c008,oh_3911603_-8441090,Hamilton,hybrid,tennis,2022,2023,0.582,1,True,low_confidence;reversion
oh_3911603_-8441090:c009,oh_3911603_-8441090,Hamilton,tennis,hybrid,2012,2013,0.585,1,True,low_confidence
oh_3911603_-8441090:c009,oh_3911603_-8441090,Hamilton,hybrid,tennis,2013,2015,0.369,1,True,low_confidence;reversion
oh_3911603_-8441090:c009,oh_3911603_-8441090,Hamilton,tennis,hybrid,2016,2018,0.375,1,True,low_confidence
oh_3911603_-8441090:c009,oh_3911603_-8441090,Hamilton,hybrid,tennis,2019,2020,0.508,1,True,low_confidence;reversion
oh_3911603_-8441090:c010,oh_3911603_-8441090,Hamilton,tennis,hybrid,2012,2015,0.372,1,True,low_confidence
oh_3911603_-8441090:c010,oh_3911603_-8441090,Hamilton,hybrid,tennis,2020,2022,0.426,1,True,low_confidence;reversion
oh_3911603_-8441090:c011,oh_3911603_-8441090,Hamilton,tennis,hybrid,2012,2013,0.537,1,True,low_confidence
oh_3911603_-8441090:c011,oh_3911603_-8441090,Hamilton,hybrid,tennis,2013,2014,0.403,1,True,low_confidence;reversion
oh_3911603_-8441090:c011,oh_3911603_-8441090,Hamilton,tennis,hybrid,2016,2018,0.427,1,True,low_confidence
oh_3911603_-8441090:c011,oh_3911603_-8441090,Hamilton,hybrid,tennis,2019,2020,0.678,1,True,reversion
oh_3911603_-8441090:c012,oh_3911603_-8441090,Hamilton,hybrid,tennis,2019,2020,0.637,1,True,reversion
oh_3911603_-8441090:c012,oh_3911603_-8441090,Hamilton,tennis,hybrid,2021,2022,0.63,1,False,
oh_3911603_-8441090:c013,oh_3911603_-8441090,Hamilton,tennis,hybrid,2012,2013,0.4,1,True,low_confidence
oh_3911603_-8441090:c013,oh_3911603_-8441090,Hamilton,hybrid,tennis,2022,2023,0.503,1,True,low_confidence;reversion
oh_3911603_-8441090:c014,oh_3911603_-8441090,Hamilton,hybrid,tennis,2019,2020,0.598,1,True,low_confidence;reversion
oh_3911603_-8441090:c015,oh_3911603_-8441090,Hamilton,hybrid,tennis,2020,2022,0.409,1,True,low_confidence;reversion
oh_3911816_-8455138:c001,oh_3911816_-8455138,Hamilton,tennis,hybrid,2015,2016,0.518,1,True,low_confidence
oh_3911816_-8455138:c001,oh_3911816_-8455138,Hamilton,hybrid,tennis,2018,2019,0.485,1,True,low_confidence;reversion
oh_3911816_-8455138:c001,oh_3911816_-8455138,Hamilton,tennis,hybrid,2020,2021,0.782,1,False,
oh_3911816_-8455138:c001,oh_3911816_-8455138,Hamilton,hybrid,tennis,2022,2023,0.642,1,True,reversion
oh_3911816_-8455138:c002,oh_3911816_-8455138,Hamilton,tennis,hybrid,2012,2013,0.808,1,False,
oh_3911816_-8455138:c002,oh_3911816_-8455138,Hamilton,hybrid,tennis,2019,2020,0.575,1,True,low_confidence;reversion
oh_3911816_-8455138:c002,oh_3911816_-8455138,Hamilton,tennis,hybrid,2020,2021,0.707,1,False,
oh_3911816_-8455138:c002,oh_3911816_-8455138,Hamilton,hybrid,tennis,2022,2023,0.648,1,True,reversion
oh_3912297_-8434477:c001,oh_3912297_-8434477,Hamilton,tennis,hybrid,2011,2013,0.75,1,False,
oh_3912297_-8434477:c001,oh_3912297_-8434477,Hamilton,hybrid,tennis,2013,2015,0.815,1,True,reversion
oh_3912297_-8434477:c002,oh_3912297_-8434477,Hamilton,tennis,hybrid,2011,2013,0.83,1,False,
oh_3912297_-8434477:c002,oh_3912297_-8434477,Hamilton,hybrid,tennis,2013,2015,0.47,1,True,low_confidence;reversion
oh_3912297_-8434477:c002,oh_3912297_-8434477,Hamilton,tennis,hybrid,2019,2021,0.462,1,True,low_confidence
oh_3912297_-8434477:c003,oh_3912297_-8434477,Hamilton,tennis,hybrid,2011,2013,0.789,1,False,
oh_3912297_-8434477:c003,oh_3912297_-8434477,Hamilton,hybrid,tennis,2013,2015,0.595,1,True,low_confidence;reversion
oh_3912297_-8434477:c003,oh_3912297_-8434477,Hamilton,tennis,removed,2021,2023,0.363,1,True,low_confidence
oh_3912329_-8446671:c001,oh_3912329_-8446671,Hamilton,tennis,hybrid,2019,2020,0.412,1,True,low_confidence
oh_3912329_-8446671:c001,oh_3912329_-8446671,Hamilton,hybrid,tennis,2022,2023,0.469,1,True,low_confidence;reversion
oh_3912429_-8442980:c002,oh_3912429_-8442980,Hamilton,tennis,hybrid,2022,2023,0.391,1,True,low_confidence
oh_3912429_-8442980:c003,oh_3912429_-8442980,Hamilton,tennis,hybrid,2022,2023,0.483,1,True,low_confidence
oh_3912431_-8456662:c002,oh_3912431_-8456662,Hamilton,hybrid,tennis,2013,2014,0.817,1,True,reversion
oh_3912438_-8437324:c001,oh_3912438_-8437324,Hamilton,removed,pickleball,2016,2018,0.387,1,True,low_confidence;reversion
oh_3912438_-8437324:c001,oh_3912438_-8437324,Hamilton,pickleball,removed,2021,2022,0.458,1,True,low_confidence
oh_3912438_-8437324:c002,oh_3912438_-8437324,Hamilton,removed,pickleball,2018,2019,0.428,2,True,low_confidence;reversion
oh_3912438_-8437324:c002,oh_3912438_-8437324,Hamilton,pickleball,removed,2020,2021,0.394,2,True,low_confidence
oh_3912438_-8437324:c003,oh_3912438_-8437324,Hamilton,removed,pickleball,2018,2019,0.583,2,True,low_confidence;reversion
oh_3912438_-8437324:c003,oh_3912438_-8437324,Hamilton,pickleball,removed,2019,2020,0.49,1,True,low_confidence
oh_3912589_-8464327:c001,oh_3912589_-8464327,Hamilton,tennis,removed,2014,2016,0.703,1,False,
oh_3912589_-8464327:c001,oh_3912589_-8464327,Hamilton,removed,tennis,2016,2020,0.905,1,True,reversion
oh_3912657_-8451097:c001,oh_3912657_-8451097,Hamilton,tennis,removed,2022,2023,0.442,1,True,low_confidence
oh_3912657_-8451097:c002,oh_3912657_-8451097,Hamilton,tennis,removed,2021,2022,0.635,1,False,
oh_3912657_-8451097:c003,oh_3912657_-8451097,Hamilton,tennis,removed,2022,2023,0.6,1,False,
oh_3912657_-8451097:c004,oh_3912657_-8451097,Hamilton,tennis,removed,2012,2016,0.5,1,True,low_confidence
oh_3912714_-8446137:c001,oh_3912714_-8446137,Hamilton,tennis,removed,2018,2019,0.482,1,True,low_confidence
oh_3912714_-8446137:c002,oh_3912714_-8446137,Hamilton,tennis,removed,2012,2016,0.675,1,False,
oh_3912714_-8446137:c002,oh_3912714_-8446137,Hamilton,removed,tennis,2016,2018,0.943,1,True,reversion
oh_3912756_-8446469:c001,oh_3912756_-8446469,Hamilton,tennis,removed,2012,2014,0.584,1,True,low_confidence
oh_3912763_-8444531:c001,oh_3912763_-8444531,Hamilton,removed,tennis,2016,2018,0.753,1,True,reversion
oh_3912763_-8444531:c001,oh_3912763_-8444531,Hamilton,tennis,removed,2019,2020,0.406,1,True,low_confidence
oh_3912846_-8450078:c001,oh_3912846_-8450078,Hamilton,tennis,removed,2020,2021,0.291,1,True,low_confidence
oh_3912846_-8450078:c004,oh_3912846_-8450078,Hamilton,tennis,removed,2021,2023,0.48,1,True,low_confidence
oh_3912846_-8450078:c006,oh_3912846_-8450078,Hamilton,tennis,removed,2016,2023,0.54,1,True,low_confidence
oh_3912846_-8450078:c007,oh_3912846_-8450078,Hamilton,tennis,hybrid,2017,2018,0.644,1,False,
oh_3912846_-8450078:c007,oh_3912846_-8450078,Hamilton,hybrid,removed,2019,2023,0.328,1,True,low_confidence
oh_3912881_-8297695:c003,oh_3912881_-8297695,Pike,tennis,removed,2011,2013,0.577,1,True,low_confidence
oh_3912881_-8297695:c003,oh_3912881_-8297695,Pike,removed,tennis,2013,2015,0.455,1,True,low_confidence;reversion
oh_3912881_-8297695:c004,oh_3912881_-8297695,Pike,tennis,removed,2011,2013,0.713,1,False,
oh_3912881_-8297695:c004,oh_3912881_-8297695,Pike,removed,tennis,2013,2015,0.446,1,True,low_confidence;reversion
oh_3912916_-8445396:c001,oh_3912916_-8445396,Hamilton,tennis,hybrid,2021,2023,0.581,1,True,low_confidence
oh_3912916_-8445396:c002,oh_3912916_-8445396,Hamilton,tennis,hybrid,2021,2023,0.491,1,True,low_confidence
oh_3912916_-8445396:c003,oh_3912916_-8445396,Hamilton,tennis,hybrid,2021,2023,0.434,1,True,low_confidence
oh_3912916_-8445396:c004,oh_3912916_-8445396,Hamilton,tennis,hybrid,2021,2023,0.542,1,True,low_confidence
oh_3912916_-8445396:c005,oh_3912916_-8445396,Hamilton,tennis,hybrid,2021,2023,0.585,1,True,low_confidence
oh_3912916_-8445396:c006,oh_3912916_-8445396,Hamilton,tennis,hybrid,2011,2013,0.758,1,False,
oh_3912916_-8445396:c006,oh_3912916_-8445396,Hamilton,hybrid,tennis,2013,2015,0.436,1,True,low_confidence;reversion
oh_3912916_-8445396:c007,oh_3912916_-8445396,Hamilton,tennis,hybrid,2013,2015,0.483,1,True,low_confidence
oh_3912916_-8445396:c007,oh_3912916_-8445396,Hamilton,hybrid,tennis,2015,2019,0.39,1,True,low_confidence;reversion
oh_3912916_-8445396:c007,oh_3912916_-8445396,Hamilton,tennis,hybrid,2019,2021,0.39,1,True,low_confidence
oh_3912916_-8445396:c008,oh_3912916_-8445396,Hamilton,hybrid,tennis,2011,2013,0.436,1,True,low_confidence;reversion
oh_3912916_-8445396:c010,oh_3912916_-8445396,Hamilton,tennis,hybrid,2011,2013,0.472,1,True,low_confidence
oh_3912916_-8445396:c010,oh_3912916_-8445396,Hamilton,hybrid,pickleball,2019,2021,0.683,2,False,
oh_3912916_-8445396:c011,oh_3912916_-8445396,Hamilton,tennis,hybrid,2011,2019,0.701,1,False,
oh_3913005_-8451561:c001,oh_3913005_-8451561,Hamilton,tennis,hybrid,2021,2023,0.573,1,True,low_confidence
oh_3913005_-8451561:c002,oh_3913005_-8451561,Hamilton,tennis,hybrid,2021,2023,0.677,1,False,
oh_3913005_-8451561:c006,oh_3913005_-8451561,Hamilton,tennis,hybrid,2011,2013,0.837,1,False,
oh_3913005_-8451561:c006,oh_3913005_-8451561,Hamilton,hybrid,tennis,2013,2015,0.553,1,True,low_confidence;reversion
oh_3913401_-8446908:c001,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.819,1,True,reversion
oh_3913401_-8446908:c001,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.68,1,False,
oh_3913401_-8446908:c002,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.511,1,True,low_confidence;reversion
oh_3913401_-8446908:c002,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.695,1,False,
oh_3913401_-8446908:c003,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.686,1,False,
oh_3913401_-8446908:c004,oh_3913401_-8446908,Hamilton,tennis,hybrid,2019,2021,0.463,1,True,low_confidence
oh_3913401_-8446908:c005,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.723,1,True,reversion
oh_3913401_-8446908:c005,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.746,1,False,
oh_3913401_-8446908:c006,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.891,1,True,reversion
oh_3913401_-8446908:c006,oh_3913401_-8446908,Hamilton,tennis,hybrid,2019,2021,0.572,1,True,low_confidence
oh_3913401_-8446908:c007,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.514,1,True,low_confidence;reversion
oh_3913401_-8446908:c007,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.676,1,False,
oh_3913401_-8446908:c008,oh_3913401_-8446908,Hamilton,hybrid,tennis,2015,2019,0.743,1,True,reversion
oh_3913401_-8446908:c009,oh_3913401_-8446908,Hamilton,hybrid,tennis,2013,2015,0.449,1,True,low_confidence;reversion
oh_3913401_-8446908:c009,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.535,1,True,low_confidence
oh_3913401_-8446908:c010,oh_3913401_-8446908,Hamilton,hybrid,tennis,2015,2019,0.635,1,True,reversion
oh_3913401_-8446908:c010,oh_3913401_-8446908,Hamilton,tennis,hybrid,2021,2023,0.572,1,True,low_confidence
oh_3913488_-8463969:c001,oh_3913488_-8463969,Hamilton,tennis,hybrid,2019,2021,0.354,1,True,low_confidence
oh_3913488_-8463969:c001,oh_3913488_-8463969,Hamilton,hybrid,tennis,2021,2023,0.354,1,True,low_confidence;reversion
oh_3913488_-8463969:c003,oh_3913488_-8463969,Hamilton,tennis,hybrid,2011,2015,0.383,1,True,low_confidence
oh_3913491_-8461064:c001,oh_3913491_-8461064,Hamilton,tennis,pickleball,2013,2019,0.874,,False,
oh_3913491_-8461064:c001,oh_3913491_-8461064,Hamilton,pickleball,tennis,2021,2023,0.314,1,True,low_confidence;reversion
oh_3913491_-8461064:c002,oh_3913491_-8461064,Hamilton,tennis,hybrid,2013,2019,0.53,1,True,low_confidence
oh_3913491_-8461064:c002,oh_3913491_-8461064,Hamilton,hybrid,tennis,2021,2023,0.798,1,True,reversion
oh_3913491_-8461064:c003,oh_3913491_-8461064,Hamilton,tennis,pickleball,2013,2019,0.415,1,True,low_confidence
oh_3913859_-8452993:c001,oh_3913859_-8452993,Hamilton,tennis,removed,2019,2021,0.69,1,False,
oh_3914020_-8443910:c003,oh_3914020_-8443910,Hamilton,tennis,hybrid,2011,2013,0.744,1,False,
oh_3914020_-8443910:c003,oh_3914020_-8443910,Hamilton,hybrid,tennis,2013,2015,0.745,1,True,reversion
oh_3914020_-8443910:c003,oh_3914020_-8443910,Hamilton,tennis,hybrid,2021,2023,0.747,1,False,
oh_3914020_-8443910:c004,oh_3914020_-8443910,Hamilton,tennis,hybrid,2011,2013,0.795,1,False,
oh_3914020_-8443910:c004,oh_3914020_-8443910,Hamilton,hybrid,removed,2021,2023,0.26,1,True,low_confidence
oh_3914020_-8443910:c005,oh_3914020_-8443910,Hamilton,hybrid,tennis,2013,2019,0.49,1,True,low_confidence;reversion
oh_3914020_-8443910:c007,oh_3914020_-8443910,Hamilton,tennis,removed,2013,2019,0.74,1,False,
oh_3914020_-8443910:c009,oh_3914020_-8443910,Hamilton,tennis,removed,2013,2015,0.837,1,False,
oh_3914020_-8443910:c010,oh_3914020_-8443910,Hamilton,tennis,removed,2021,2023,0.448,1,True,low_confidence
oh_3914020_-8443910:c012,oh_3914020_-8443910,Hamilton,tennis,hybrid,2011,2013,0.67,1,False,
oh_3914020_-8443910:c012,oh_3914020_-8443910,Hamilton,hybrid,tennis,2013,2019,0.582,1,True,low_confidence;reversion
oh_3914020_-8443910:c013,oh_3914020_-8443910,Hamilton,tennis,hybrid,2021,2023,0.779,1,False,
oh_3914020_-8443910:c014,oh_3914020_-8443910,Hamilton,hybrid,tennis,2013,2019,0.657,1,True,reversion
oh_3914020_-8443910:c015,oh_3914020_-8443910,Hamilton,tennis,hybrid,2019,2021,0.251,1,True,low_confidence
oh_3914092_-8442168:c001,oh_3914092_-8442168,Hamilton,tennis,removed,2011,2019,0.509,1,True,low_confidence
oh_3914092_-8442168:c001,oh_3914092_-8442168,Hamilton,removed,pickleball,2019,2021,0.509,,True,low_confidence;reversion
oh_3914092_-8442168:c001,oh_3914092_-8442168,Hamilton,pickleball,hybrid,2021,2023,0.576,1,True,low_confidence
oh_3914092_-8442168:c002,oh_3914092_-8442168,Hamilton,tennis,hybrid,2021,2023,0.697,1,False,
oh_3914092_-8442168:c003,oh_3914092_-8442168,Hamilton,tennis,hybrid,2021,2023,0.618,1,False,
oh_3914166_-8440929:c002,oh_3914166_-8440929,Hamilton,pickleball,hybrid,2015,2021,0.733,1,False,
oh_3914166_-8440929:c002,oh_3914166_-8440929,Hamilton,hybrid,tennis,2021,2023,0.467,1,True,low_confidence;reversion
oh_3914188_-8448862:c002,oh_3914188_-8448862,Hamilton,tennis,pickleball,2019,2021,0.864,1,False,
oh_3914188_-8448862:c003,oh_3914188_-8448862,Hamilton,tennis,hybrid,2011,2013,0.766,1,False,
oh_3914188_-8448862:c003,oh_3914188_-8448862,Hamilton,hybrid,tennis,2013,2015,0.521,1,True,low_confidence;reversion
oh_3914188_-8448862:c003,oh_3914188_-8448862,Hamilton,tennis,pickleball,2019,2021,0.653,1,False,
oh_3914206_-8435502:c001,oh_3914206_-8435502,Hamilton,removed,hybrid,2011,2013,0.619,1,True,reversion
oh_3914206_-8435502:c001,oh_3914206_-8435502,Hamilton,hybrid,tennis,2013,2015,0.568,1,True,low_confidence;reversion
oh_3914206_-8435502:c001,oh_3914206_-8435502,Hamilton,tennis,removed,2015,2017,0.568,1,True,low_confidence
oh_3914206_-8435502:c001,oh_3914206_-8435502,Hamilton,removed,hybrid,2017,2019,0.588,1,True,low_confidence;reversion
oh_3914206_-8435502:c001,oh_3914206_-8435502,Hamilton,hybrid,tennis,2019,2021,0.694,1,True,reversion
oh_3914277_-8447945:c001,oh_3914277_-8447945,Hamilton,removed,tennis,2015,2017,0.767,1,True,reversion
oh_3914277_-8447945:c005,oh_3914277_-8447945,Hamilton,removed,tennis,2015,2017,0.582,1,True,low_confidence;reversion
oh_3914277_-8447945:c006,oh_3914277_-8447945,Hamilton,removed,tennis,2015,2017,0.854,1,True,reversion
